GO term	COGs	GO term name	Number of COGs	IC	SuperCOGs	Number of SuperCOGs
GO:0006476	{'O'}	protein deacetylation	1	9.6431	{'supercog1'}	1
GO:0006479	{'O'}	protein methylation	1	7.8096	{'supercog1'}	1
GO:0006480	{'O'}	N-terminal protein amino acid methylation	1	13.3174	{'supercog1'}	1
GO:0006486	{'O'}	protein glycosylation	1	8.5986	{'supercog1'}	1
GO:0006487	{'O'}	protein N-linked glycosylation	1	10.2585	{'supercog1'}	1
GO:0006488	{'G', 'O', 'I'}	dolichol-linked oligosaccharide biosynthetic process	3	13.2701	{'supercog2', 'supercog1'}	2
GO:0006489	{'I'}	dolichyl diphosphate biosynthetic process	1	14.5238	{'supercog2'}	1
GO:0006490	{'G', 'I'}	oligosaccharide-lipid intermediate biosynthetic process	2	13.1799	{'supercog2'}	1
GO:0006491	{'G', 'O'}	N-glycan processing	2	12.3174	{'supercog2', 'supercog1'}	2
GO:0006493	{'O'}	protein O-linked glycosylation	1	10.3851	{'supercog1'}	1
GO:0006497	{'O'}	protein lipidation	1	10.3788	{'supercog1'}	1
GO:0006498	{'O'}	N-terminal protein lipidation	1	12.7648	{'supercog1'}	1
GO:0006499	{'O'}	N-terminal protein myristoylation	1	12.7648	{'supercog1'}	1
GO:0006501	{'O'}	C-terminal protein lipidation	1	11.9575	{'supercog1'}	1
GO:0006508	{'O'}	proteolysis	1	4.3416	{'supercog1'}	1
GO:0006509	{'O'}	membrane protein ectodomain proteolysis	1	11.6096	{'supercog1'}	1
GO:0006511	{'O'}	ubiquitin-dependent protein catabolic process	1	7.1177	{'supercog1'}	1
GO:0006513	{'O'}	protein monoubiquitination	1	10.7086	{'supercog1'}	1
GO:0006515	{'O'}	protein quality control for misfolded or incompletely synthesized proteins	1	9.6697	{'supercog1'}	1
GO:0006516	{'G', 'O'}	glycoprotein catabolic process	2	11.5238	{'supercog2', 'supercog1'}	2
GO:0006517	{'O'}	protein deglycosylation	1	11.4299	{'supercog1'}	1
GO:0006518	{'E', 'Q'}	peptide metabolic process	2	2.8947	{'supercog2'}	1
GO:0006520	{'E'}	amino acid metabolic process	1	3.2216	{'supercog2'}	1
GO:0006521	{'E'}	regulation of cellular amino acid metabolic process	1	10.7731	{'supercog2'}	1
GO:0006522	{'E'}	alanine metabolic process	1	8.9763	{'supercog2'}	1
GO:0006523	{'E'}	alanine biosynthetic process	1	9.2299	{'supercog2'}	1
GO:0006524	{'E'}	alanine catabolic process	1	11.9575	{'supercog2'}	1
GO:0006525	{'E'}	arginine metabolic process	1	6.6045	{'supercog2'}	1
GO:0006526	{'E'}	arginine biosynthetic process	1	6.9423	{'supercog2'}	1
GO:0006527	{'E'}	arginine catabolic process	1	9.0924	{'supercog2'}	1
GO:0006528	{'E'}	asparagine metabolic process	1	10.9389	{'supercog2'}	1
GO:0006530	{'E'}	asparagine catabolic process	1	13.5238	{'supercog2'}	1
GO:0006531	{'E'}	aspartate metabolic process	1	11.4299	{'supercog2'}	1
GO:0006532	{'E', 'H'}	aspartate biosynthetic process	2	13.4694	{'supercog2'}	1
GO:0006533	{'E'}	aspartate catabolic process	1	13.4169	{'supercog2'}	1
GO:0006534	{'E'}	cysteine metabolic process	1	9.0594	{'supercog2'}	1
GO:0006535	{'E'}	cysteine biosynthetic process from serine	1	10.6851	{'supercog2'}	1
GO:0006536	{'E'}	glutamate metabolic process	1	8.3993	{'supercog2'}	1
GO:0006538	{'E'}	glutamate catabolic process	1	11.8844	{'supercog2'}	1
GO:0006539	{'E'}	glutamate catabolic process via 2-oxoglutarate	1	15.4169	{'supercog2'}	1
GO:0006541	{'E'}	glutamine metabolic process	1	7.2363	{'supercog2'}	1
GO:0006544	{'E'}	glycine metabolic process	1	7.5831	{'supercog2'}	1
GO:0006545	{'E'}	glycine biosynthetic process	1	8.7834	{'supercog2'}	1
GO:0006546	{'E'}	glycine catabolic process	1	8.5679	{'supercog2'}	1
GO:0006547	{'C'}	histidine metabolic process	1	6.32	{'supercog2'}	1
GO:0006549	{'E'}	isoleucine metabolic process	1	8.334	{'supercog2'}	1
GO:0006550	{'E'}	isoleucine catabolic process	1	14.4169	{'supercog2'}	1
GO:0006551	{'E'}	leucine metabolic process	1	7.9847	{'supercog2'}	1
GO:0006552	{'E'}	leucine catabolic process	1	12.3914	{'supercog2'}	1
GO:0006553	{'E'}	lysine metabolic process	1	7.232	{'supercog2'}	1
GO:0006554	{'E'}	lysine catabolic process	1	11.832	{'supercog2'}	1
GO:0006555	{'E'}	methionine metabolic process	1	7.1676	{'supercog2'}	1
GO:0006558	{'E'}	L-phenylalanine metabolic process	1	9.7165	{'supercog2'}	1
GO:0006559	{'E'}	L-phenylalanine catabolic process	1	10.2759	{'supercog2'}	1
GO:0006560	{'E'}	proline metabolic process	1	8.5554	{'supercog2'}	1
GO:0006561	{'E'}	proline biosynthetic process	1	8.6812	{'supercog2'}	1
GO:0006563	{'E'}	L-serine metabolic process	1	8.2527	{'supercog2'}	1
GO:0006564	{'E'}	L-serine biosynthetic process	1	10.3295	{'supercog2'}	1
GO:0006565	{'E'}	L-serine catabolic process	1	11.832	{'supercog2'}	1
GO:0006566	{'E'}	threonine metabolic process	1	9.0771	{'supercog2'}	1
GO:0006567	{'E'}	threonine catabolic process	1	11.1368	{'supercog2'}	1
GO:0006568	{'E'}	tryptophan metabolic process	1	7.1649	{'supercog2'}	1
GO:0006569	{'E'}	tryptophan catabolic process	1	9.7648	{'supercog2'}	1
GO:0006570	{'E'}	tyrosine metabolic process	1	10.3851	{'supercog2'}	1
GO:0006573	{'E'}	valine metabolic process	1	8.3478	{'supercog2'}	1
GO:0006575	{'C'}	cellular modified amino acid metabolic process	1	5.8973	{'supercog2'}	1
GO:0006576	{'C'}	biogenic amine metabolic process	1	6.7101	{'supercog2'}	1
GO:0006577	{'C'}	amino-acid betaine metabolic process	1	10.0295	{'supercog2'}	1
GO:0006578	{'C'}	amino-acid betaine biosynthetic process	1	10.6851	{'supercog2'}	1
GO:0006579	{'C'}	amino-acid betaine catabolic process	1	12.9389	{'supercog2'}	1
GO:0006581	{'C'}	acetylcholine catabolic process	1	13.9023	{'supercog2'}	1
GO:0006582	{'H', 'Q'}	melanin metabolic process	2	11.4561	{'supercog2'}	1
GO:0006583	{'Q'}	melanin biosynthetic process from tyrosine	1	14.3174	{'supercog2'}	1
GO:0006584	{'C'}	catecholamine metabolic process	1	10.5378	{'supercog2'}	1
GO:0006586	{'C'}	indolalkylamine metabolic process	1	7.1616	{'supercog2'}	1
GO:0006587	{'C', 'E', 'H'}	serotonin biosynthetic process from tryptophan	3	15.2243	{'supercog2'}	1
GO:0006590	{'C'}	thyroid hormone generation	1	13.7007	{'supercog2'}	1
GO:0006591	{'E'}	ornithine metabolic process	1	7.8558	{'supercog2'}	1
GO:0006592	{'E'}	ornithine biosynthetic process	1	12.7648	{'supercog2'}	1
GO:0006595	{'C'}	polyamine metabolic process	1	8.9412	{'supercog2'}	1
GO:0006596	{'C'}	polyamine biosynthetic process	1	9.2556	{'supercog2'}	1
GO:0006598	{'C'}	polyamine catabolic process	1	11.5804	{'supercog2'}	1
GO:0006600	{'C'}	creatine metabolic process	1	13.2701	{'supercog2'}	1
GO:0006601	{'C', 'H'}	creatine biosynthetic process	2	13.5804	{'supercog2'}	1
GO:0006602	{'Q'}	creatinine catabolic process	1	15.0543	{'supercog2'}	1
GO:0006605	{'O'}	protein targeting	1	7.1881	{'supercog1'}	1
GO:0006606	{'O', 'U'}	protein import into nucleus	2	9.2906	{'supercog1'}	1
GO:0006611	{'O', 'U'}	protein export from nucleus	2	8.7304	{'supercog1'}	1
GO:0006612	{'O'}	protein targeting to membrane	1	9.0619	{'supercog1'}	1
GO:0006613	{'O'}	cotranslational protein targeting to membrane	1	9.8234	{'supercog1'}	1
GO:0006614	{'J'}	SRP-dependent cotranslational protein targeting to membrane	1	9.832	{'supercog3'}	1
GO:0006620	{'O'}	post-translational protein targeting to endoplasmic reticulum membrane	1	11.6697	{'supercog1'}	1
GO:0006622	{'O', 'U'}	protein targeting to lysosome	2	13.1799	{'supercog1'}	1
GO:0006623	{'O', 'U'}	protein targeting to vacuole	2	9.9297	{'supercog1'}	1
GO:0006625	{'O'}	protein targeting to peroxisome	1	10.7324	{'supercog1'}	1
GO:0006626	{'O'}	protein targeting to mitochondrion	1	9.4828	{'supercog1'}	1
GO:0006627	{'O'}	protein processing involved in protein targeting to mitochondrion	1	12.1368	{'supercog1'}	1
GO:0006629	{'I'}	lipid metabolic process	1	4.2062	{'supercog2'}	1
GO:0006631	{'I'}	fatty acid metabolic process	1	5.855	{'supercog2'}	1
GO:0006633	{'I'}	fatty acid biosynthetic process	1	6.323	{'supercog2'}	1
GO:0006635	{'I'}	fatty acid beta-oxidation	1	9.3024	{'supercog2'}	1
GO:0006636	{'I'}	unsaturated fatty acid biosynthetic process	1	10.4495	{'supercog2'}	1
GO:0006637	{'H'}	acyl-CoA metabolic process	1	7.6468	{'supercog2'}	1
GO:0006638	{'I'}	neutral lipid metabolic process	1	9.9716	{'supercog2'}	1
GO:0006639	{'I'}	acylglycerol metabolic process	1	10.01	{'supercog2'}	1
GO:0006640	{'I'}	monoacylglycerol biosynthetic process	1		{'supercog2'}	1
GO:0006641	{'I'}	triglyceride metabolic process	1	10.4299	{'supercog2'}	1
GO:0006643	{'I'}	membrane lipid metabolic process	1	7.0695	{'supercog2'}	1
GO:0006644	{'I'}	phospholipid metabolic process	1	5.518	{'supercog2'}	1
GO:0006650	{'I'}	glycerophospholipid metabolic process	1	7.5867	{'supercog2'}	1
GO:0006651	{'I'}	diacylglycerol biosynthetic process	1	12.6697	{'supercog2'}	1
GO:0006656	{'C', 'I'}	phosphatidylcholine biosynthetic process	2	11.2585	{'supercog2'}	1
GO:0006658	{'C'}	phosphatidylserine metabolic process	1	13.3174	{'supercog2'}	1
GO:0006659	{'C', 'I'}	phosphatidylserine biosynthetic process	2	16.6393	{'supercog2'}	1
GO:0006660	{'C'}	phosphatidylserine catabolic process	1	15.9023	{'supercog2'}	1
GO:0006661	{'I'}	phosphatidylinositol biosynthetic process	1	11.1799	{'supercog2'}	1
GO:0006662	{'H'}	glycerol ether metabolic process	1	10.0796	{'supercog2'}	1
GO:0006664	{'G', 'I'}	glycolipid metabolic process	2	7.2527	{'supercog2'}	1
GO:0006665	{'C', 'I'}	sphingolipid metabolic process	2	9.6968	{'supercog2'}	1
GO:0006670	{'H'}	sphingosine metabolic process	1	13.2701	{'supercog2'}	1
GO:0006672	{'C'}	ceramide metabolic process	1	10.7086	{'supercog2'}	1
GO:0006673	{'I'}	inositol phosphoceramide metabolic process	1	15.2243	{'supercog2'}	1
GO:0006675	{'G', 'I'}	mannosyl-inositol phosphorylceramide metabolic process	2	15.4169	{'supercog2'}	1
GO:0006677	{'G', 'C', 'I'}	glycosylceramide metabolic process	3	12.3416	{'supercog2'}	1
GO:0006678	{'G', 'C', 'I'}	glucosylceramide metabolic process	3	13.7007	{'supercog2'}	1
GO:0006679	{'G'}	glucosylceramide biosynthetic process	1	16.6393	{'supercog2'}	1
GO:0006680	{'G'}	glucosylceramide catabolic process	1	14.0543	{'supercog2'}	1
GO:0006681	{'G', 'I'}	galactosylceramide metabolic process	2	13.5804	{'supercog2'}	1
GO:0006682	{'G'}	galactosylceramide biosynthetic process	1	15.4169	{'supercog2'}	1
GO:0006683	{'G'}	galactosylceramide catabolic process	1	14.2243	{'supercog2'}	1
GO:0006684	{'I'}	sphingomyelin metabolic process	1	13.0543	{'supercog2'}	1
GO:0006686	{'I'}	sphingomyelin biosynthetic process	1	15.4169	{'supercog2'}	1
GO:0006687	{'G', 'I'}	glycosphingolipid metabolic process	2	10.9575	{'supercog2'}	1
GO:0006688	{'G'}	glycosphingolipid biosynthetic process	1	12.9763	{'supercog2'}	1
GO:0006689	{'G'}	ganglioside catabolic process	1	13.2243	{'supercog2'}	1
GO:0006690	{'H'}	icosanoid metabolic process	1	9.5273	{'supercog2'}	1
GO:0006691	{'H'}	leukotriene metabolic process	1	12.2243	{'supercog2'}	1
GO:0006692	{'I'}	prostanoid metabolic process	1	10.5308	{'supercog2'}	1
GO:0006693	{'I'}	prostaglandin metabolic process	1	10.5308	{'supercog2'}	1
GO:0006694	{'I'}	steroid biosynthetic process	1	8.3204	{'supercog2'}	1
GO:0006695	{'H'}	cholesterol biosynthetic process	1	10.0745	{'supercog2'}	1
GO:0006696	{'H', 'I'}	ergosterol biosynthetic process	2	10.8149	{'supercog2'}	1
GO:0006699	{'I'}	bile acid biosynthetic process	1	12.4429	{'supercog2'}	1
GO:0006700	{'Q'}	C21-steroid hormone biosynthetic process	1	12.4169	{'supercog2'}	1
GO:0006702	{'C', 'I'}	androgen biosynthetic process	2	15.2243	{'supercog2'}	1
GO:0006703	{'C', 'I'}	estrogen biosynthetic process	2	12.9389	{'supercog2'}	1
GO:0006705	{'C', 'I'}	mineralocorticoid biosynthetic process	2	14.3174	{'supercog2'}	1
GO:0006706	{'I'}	steroid catabolic process	1	11.4561	{'supercog2'}	1
GO:0006707	{'H'}	cholesterol catabolic process	1	12.1582	{'supercog2'}	1
GO:0006714	{'I'}	sesquiterpenoid metabolic process	1	11.6393	{'supercog2'}	1
GO:0006720	{'I'}	isoprenoid metabolic process	1	6.3133	{'supercog2'}	1
GO:0006721	{'I'}	terpenoid metabolic process	1	6.5629	{'supercog2'}	1
GO:0006725	{'C'}	cellular aromatic compound metabolic process	1	1.5066	{'supercog2'}	1
GO:0006729	{'C', 'H'}	tetrahydrobiopterin biosynthetic process	2	10.1909	{'supercog2'}	1
GO:0006730	{'H'}	one-carbon metabolic process	1	6.908	{'supercog2'}	1
GO:0006734	{'H'}	NADH metabolic process	1	10.3114	{'supercog2'}	1
GO:0006735	{'C'}	NADH regeneration	1	11.247	{'supercog2'}	1
GO:0006739	{'H'}	NADP metabolic process	1	7.7557	{'supercog2'}	1
GO:0006740	{'C'}	NADPH regeneration	1	8.295	{'supercog2'}	1
GO:0006742	{'H'}	NADP catabolic process	1	13.9023	{'supercog2'}	1
GO:0006743	{'H'}	ubiquinone metabolic process	1	8.9979	{'supercog2'}	1
GO:0006744	{'H'}	ubiquinone biosynthetic process	1	8.9979	{'supercog2'}	1
GO:0006749	{'E', 'Q'}	glutathione metabolic process	2	8.8298	{'supercog2'}	1
GO:0006753	{'H'}	nucleoside phosphate metabolic process	1	3.6226	{'supercog2'}	1
GO:0006754	{'H'}	ATP biosynthetic process	1	6.4299	{'supercog2'}	1
GO:0006757	{'R'}	ATP generation from ADP	1	6.3095	{'general function'}	1
GO:0006760	{'C'}	folic acid-containing compound metabolic process	1	7.2215	{'supercog2'}	1
GO:0006766	{'H'}	vitamin metabolic process	1	5.387	{'supercog2'}	1
GO:0006767	{'H'}	water-soluble vitamin metabolic process	1	5.4284	{'supercog2'}	1
GO:0006768	{'H'}	biotin metabolic process	1	8.3866	{'supercog2'}	1
GO:0006771	{'H'}	riboflavin metabolic process	1	8.6318	{'supercog2'}	1
GO:0006772	{'H'}	thiamine metabolic process	1	7.5457	{'supercog2'}	1
GO:0006775	{'H'}	fat-soluble vitamin metabolic process	1	11.1799	{'supercog2'}	1
GO:0006777	{'C', 'H'}	Mo-molybdopterin cofactor biosynthetic process	2	8.6374	{'supercog2'}	1
GO:0006778	{'H'}	porphyrin-containing compound metabolic process	1	6.8684	{'supercog2'}	1
GO:0006779	{'H'}	porphyrin-containing compound biosynthetic process	1	6.9354	{'supercog2'}	1
GO:0006782	{'H'}	protoporphyrinogen IX biosynthetic process	1	7.5264	{'supercog2'}	1
GO:0006783	{'H'}	heme biosynthetic process	1	7.1874	{'supercog2'}	1
GO:0006787	{'H'}	porphyrin-containing compound catabolic process	1	11.7324	{'supercog2'}	1
GO:0006790	{'C'}	sulfur compound metabolic process	1	4.8681	{'supercog2'}	1
GO:0006793	{'C'}	phosphorus metabolic process	1	2.5127	{'supercog2'}	1
GO:0006796	{'C'}	phosphate-containing compound metabolic process	1	2.5438	{'supercog2'}	1
GO:0006801	{'C'}	superoxide metabolic process	1	8.5536	{'supercog2'}	1
GO:0006805	{'C'}	xenobiotic metabolic process	1	8.7608	{'supercog2'}	1
GO:0006807	{'C'}	nitrogen compound metabolic process	1	0.6935	{'supercog2'}	1
GO:0006808	{'C'}	regulation of nitrogen utilization	1	10.6244	{'supercog2'}	1
GO:0006809	{'C'}	nitric oxide biosynthetic process	1	10.0847	{'supercog2'}	1
GO:0006810	{'R'}	transport	1	3.3382	{'general function'}	1
GO:0006811	{'P'}	monoatomic ion transport	1	4.6066	{'supercog2'}	1
GO:0006812	{'P'}	monoatomic cation transport	1	5.1443	{'supercog2'}	1
GO:0006813	{'P'}	potassium ion transport	1	8.257	{'supercog2'}	1
GO:0006814	{'P'}	sodium ion transport	1	9.2019	{'supercog2'}	1
GO:0006816	{'P'}	calcium ion transport	1	8.4041	{'supercog2'}	1
GO:0006817	{'P'}	phosphate ion transport	1	9.6929	{'supercog2'}	1
GO:0006820	{'P'}	monoatomic anion transport	1	6.4925	{'supercog2'}	1
GO:0006821	{'P'}	chloride transport	1	9.7731	{'supercog2'}	1
GO:0006825	{'P'}	copper ion transport	1	11.3174	{'supercog2'}	1
GO:0006826	{'P'}	iron ion transport	1	8.5066	{'supercog2'}	1
GO:0006833	{'R'}	water transport	1	11.0148	{'general function'}	1
GO:0006835	{'C'}	dicarboxylic acid transport	1	10.9114	{'supercog2'}	1
GO:0006836	{'R'}	neurotransmitter transport	1	9.0148	{'general function'}	1
GO:0006837	{'Q'}	serotonin transport	1	13.3174	{'supercog2'}	1
GO:0006839	{'R'}	mitochondrial transport	1	8.6563	{'general function'}	1
GO:0006848	{'C'}	pyruvate transport	1	17.2243	{'supercog2'}	1
GO:0006855	{'Q'}	xenobiotic transmembrane transport	1	10.6096	{'supercog2'}	1
GO:0006857	{'E'}	oligopeptide transport	1	10.5518	{'supercog2'}	1
GO:0006858	{'W'}	extracellular transport	1	12.5518	{'supercog1'}	1
GO:0006862	{'F'}	nucleotide transport	1	11.4694	{'supercog2'}	1
GO:0006863	{'F'}	purine nucleobase transport	1	14.6393	{'supercog2'}	1
GO:0006865	{'E'}	amino acid transport	1	9.1582	{'supercog2'}	1
GO:0006867	{'E'}	asparagine transport	1		{'supercog2'}	1
GO:0006868	{'E'}	glutamine transport	1	15.6393	{'supercog2'}	1
GO:0006869	{'I'}	lipid transport	1	7.4315	{'supercog2'}	1
GO:0006873	{'R'}	intracellular monoatomic ion homeostasis	1	7.2335	{'general function'}	1
GO:0006874	{'P'}	intracellular calcium ion homeostasis	1	8.7364	{'supercog2'}	1
GO:0006875	{'R'}	cellular metal ion homeostasis	1	7.5369	{'general function'}	1
GO:0006879	{'P'}	intracellular iron ion homeostasis	1	8.7264	{'supercog2'}	1
GO:0006880	{'P', 'U'}	intracellular sequestering of iron ion	2	11.4694	{'supercog2', 'supercog1'}	2
GO:0006882	{'P'}	intracellular zinc ion homeostasis	1	12.2243	{'supercog2'}	1
GO:0006884	{'T'}	cell volume homeostasis	1	12.1158	{'supercog1'}	1
GO:0006885	{'T'}	regulation of pH	1	9.5343	{'supercog1'}	1
GO:0006886	{'O', 'U'}	intracellular protein transport	2	6.0537	{'supercog1'}	1
GO:0006887	{'U'}	exocytosis	1	7.4644	{'supercog1'}	1
GO:0006888	{'U'}	endoplasmic reticulum to Golgi vesicle-mediated transport	1	8.9091	{'supercog1'}	1
GO:0006890	{'U'}	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	1	10.6851	{'supercog1'}	1
GO:0006891	{'U'}	intra-Golgi vesicle-mediated transport	1	10.6318	{'supercog1'}	1
GO:0006892	{'U'}	post-Golgi vesicle-mediated transport	1	9.7125	{'supercog1'}	1
GO:0006893	{'U'}	Golgi to plasma membrane transport	1	10.3914	{'supercog1'}	1
GO:0006895	{'U'}	Golgi to endosome transport	1	12.798	{'supercog1'}	1
GO:0006897	{'U'}	endocytosis	1	7.1548	{'supercog1'}	1
GO:0006898	{'U'}	receptor-mediated endocytosis	1	8.3371	{'supercog1'}	1
GO:0006900	{'U', 'M'}	vesicle budding from membrane	2	9.8492	{'supercog1'}	1
GO:0006901	{'U'}	vesicle coating	1	11.0543	{'supercog1'}	1
GO:0006903	{'U'}	vesicle targeting	1	10.5732	{'supercog1'}	1
GO:0006904	{'W'}	vesicle docking involved in exocytosis	1	11.4041	{'supercog1'}	1
GO:0006906	{'U'}	vesicle fusion	1	10.2701	{'supercog1'}	1
GO:0006907	{'U'}	pinocytosis	1	11.9575	{'supercog1'}	1
GO:0006909	{'U'}	phagocytosis	1	8.3898	{'supercog1'}	1
GO:0006910	{'T'}	phagocytosis, recognition	1	10.2243	{'supercog1'}	1
GO:0006911	{'U', 'M'}	phagocytosis, engulfment	2	9.7526	{'supercog1'}	1
GO:0006913	{'U'}	nucleocytoplasmic transport	1	7.7928	{'supercog1'}	1
GO:0006914	{'O'}	autophagy	1	7.5212	{'supercog1'}	1
GO:0006915	{'D'}	apoptotic process	1	6.1381	{'supercog1'}	1
GO:0006919	{'O', 'D'}	activation of cysteine-type endopeptidase activity involved in apoptotic process	2	11.3663	{'supercog1'}	1
GO:0006928	{'R'}	movement of cell or subcellular component	1	5.9546	{'general function'}	1
GO:0006935	{'T', 'N'}	chemotaxis	2	7.0444	{'supercog1'}	1
GO:0006936	{'R'}	muscle contraction	1	9.1053	{'general function'}	1
GO:0006937	{'T'}	regulation of muscle contraction	1	9.8234	{'supercog1'}	1
GO:0006939	{'R'}	smooth muscle contraction	1	10.6544	{'general function'}	1
GO:0006940	{'T'}	regulation of smooth muscle contraction	1	11.0148	{'supercog1'}	1
GO:0006941	{'R'}	striated muscle contraction	1	10.2935	{'general function'}	1
GO:0006942	{'T'}	regulation of striated muscle contraction	1	11.0745	{'supercog1'}	1
GO:0006949	{'D'}	syncytium formation	1	11.213	{'supercog1'}	1
GO:0006950	{'T'}	response to stress	1	3.4953	{'supercog1'}	1
GO:0006952	{'V'}	defense response	1	5.2851	{'supercog1'}	1
GO:0006953	{'V'}	acute-phase response	1	10.6022	{'supercog1'}	1
GO:0006954	{'V'}	inflammatory response	1	7.252	{'supercog1'}	1
GO:0006955	{'W', 'T'}	immune response	2	5.6883	{'supercog1'}	1
GO:0006956	{'W'}	complement activation	1	9.0124	{'supercog1'}	1
GO:0006958	{'W'}	complement activation, classical pathway	1	9.4828	{'supercog1'}	1
GO:0006959	{'W', 'T'}	humoral immune response	2	7.947	{'supercog1'}	1
GO:0006968	{'V'}	cellular defense response	1	12.2243	{'supercog1'}	1
GO:0006970	{'T'}	response to osmotic stress	1	8.3851	{'supercog1'}	1
GO:0006971	{'T'}	hypotonic response	1	13.5238	{'supercog1'}	1
GO:0006972	{'T'}	hyperosmotic response	1	10.5308	{'supercog1'}	1
GO:0006974	{'T'}	cellular response to DNA damage stimulus	1	4.8249	{'supercog1'}	1
GO:0006975	{'R'}	signal transduction in response to DNA damage	1	15.2243	{'general function'}	1
GO:0006979	{'T'}	response to oxidative stress	1	6.4307	{'supercog1'}	1
GO:0006983	{'T'}	ER overload response	1	14.9023	{'supercog1'}	1
GO:0006984	{'T'}	ER-nucleus signaling pathway	1	12.247	{'supercog1'}	1
GO:0006986	{'T'}	response to unfolded protein	1	9.6318	{'supercog1'}	1
GO:0006995	{'T'}	cellular response to nitrogen starvation	1	11.2818	{'supercog1'}	1
GO:0006996	{'R'}	organelle organization	1	4.1535	{'general function'}	1
GO:0006997	{'J'}	nucleus organization	1	9.6659	{'supercog3'}	1
GO:0006998	{'J', 'M'}	nuclear envelope organization	2	11.3788	{'supercog3', 'supercog1'}	2
GO:0006999	{'Y'}	nuclear pore organization	1	12.4694	{'supercog3'}	1
GO:0007000	{'J'}	nucleolus organization	1	13.7648	{'supercog3'}	1
GO:0007004	{'B', 'L', 'O'}	telomere maintenance via telomerase	3	10.6851	{'supercog3', 'supercog1'}	2
GO:0007005	{'R'}	mitochondrion organization	1	7.4478	{'general function'}	1
GO:0007006	{'M'}	mitochondrial membrane organization	1	9.7772	{'supercog1'}	1
GO:0007007	{'M'}	inner mitochondrial membrane organization	1	11.3295	{'supercog1'}	1
GO:0007009	{'M'}	plasma membrane organization	1	10.3851	{'supercog1'}	1
GO:0007010	{'Z'}	cytoskeleton organization	1	6.1578	{'supercog1'}	1
GO:0007015	{'Z'}	actin filament organization	1	7.817	{'supercog1'}	1
GO:0007017	{'Z'}	microtubule-based process	1	6.9616	{'supercog1'}	1
GO:0007018	{'Z'}	microtubule-based movement	1	8.4495	{'supercog1'}	1
GO:0007019	{'O'}	microtubule depolymerization	1	11.8492	{'supercog1'}	1
GO:0007020	{'O', 'Z'}	microtubule nucleation	2	11.7324	{'supercog1'}	1
